display_year,survey_id,region,sex,sample_size,effort,bin,count
2014/15,onboard,All,F,,,51,0
2014/15,onboard,All,F,,,52,0
2014/15,onboard,All,F,,,53,0
2014/15,onboard,All,F,,,54,0
2014/15,onboard,All,F,,,55,0
2014/15,onboard,All,F,,,56,0
2014/15,onboard,All,F,,,57,0
2014/15,onboard,All,F,,,58,0
2014/15,onboard,All,F,,,59,0
2014/15,onboard,All,F,,,60,0
2014/15,onboard,All,F,,,61,0
2014/15,onboard,All,F,,,62,0
2014/15,onboard,All,F,,,63,0
2014/15,onboard,All,F,,,64,0
2014/15,onboard,All,F,,,65,0
2014/15,onboard,All,F,,,66,0
2014/15,onboard,All,F,,,67,0
2014/15,onboard,All,F,,,68,0
2014/15,onboard,All,F,,,69,0
2014/15,onboard,All,F,,,70,0
2014/15,onboard,All,F,,,71,0
2014/15,onboard,All,F,,,72,0
2014/15,onboard,All,F,,,73,0
2014/15,onboard,All,F,,,74,0
2014/15,onboard,All,F,,,75,0
2014/15,onboard,All,F,,,76,0
2014/15,onboard,All,F,,,77,0
2014/15,onboard,All,F,,,78,0
2014/15,onboard,All,F,,,79,0
2014/15,onboard,All,F,,,80,0
2014/15,onboard,All,F,,,81,0
2014/15,onboard,All,F,,,82,0
2014/15,onboard,All,F,,,83,0
2014/15,onboard,All,F,,,84,0
2014/15,onboard,All,F,,,85,0
2014/15,onboard,All,F,,,86,0
2014/15,onboard,All,F,,,87,0
2014/15,onboard,All,F,,,88,0
2014/15,onboard,All,F,,,89,0.869565217
2014/15,onboard,All,F,,,90,0
2014/15,onboard,All,F,,,91,0
2014/15,onboard,All,F,,,92,0
2014/15,onboard,All,F,,,93,0
2014/15,onboard,All,F,,,94,0.869565217
2014/15,onboard,All,F,,,95,0
2014/15,onboard,All,F,,,96,0
2014/15,onboard,All,F,,,97,0.869565217
2014/15,onboard,All,F,,,98,1.739130435
2014/15,onboard,All,F,,,99,0.869565217
2014/15,onboard,All,F,,,100,0.869565217
2014/15,onboard,All,F,,,101,2.608695652
2014/15,onboard,All,F,,,102,4.347826087
2014/15,onboard,All,F,,,103,19.13043478
2014/15,onboard,All,F,,,104,13.04347826
2014/15,onboard,All,F,,,105,3.47826087
2014/15,onboard,All,F,,,106,10.43478261
2014/15,onboard,All,F,,,107,15.65217391
2014/15,onboard,All,F,,,108,26.08695652
2014/15,onboard,All,F,,,109,9.565217391
2014/15,onboard,All,F,,,110,20.86956522
2014/15,onboard,All,F,,,111,12.17391304
2014/15,onboard,All,F,,,112,16.52173913
2014/15,onboard,All,F,,,113,23.47826087
2014/15,onboard,All,F,,,114,14.7826087
2014/15,onboard,All,F,,,115,10.43478261
2014/15,onboard,All,F,,,116,8.695652174
2014/15,onboard,All,F,,,117,16.52173913
2014/15,onboard,All,F,,,118,11.30434783
2014/15,onboard,All,F,,,119,4.347826087
2014/15,onboard,All,F,,,120,9.565217391
2014/15,onboard,All,F,,,121,3.47826087
2014/15,onboard,All,F,,,122,6.956521739
2014/15,onboard,All,F,,,123,5.217391304
2014/15,onboard,All,F,,,124,15.65217391
2014/15,onboard,All,F,,,125,10.43478261
2014/15,onboard,All,F,,,126,7.826086957
2014/15,onboard,All,F,,,127,6.956521739
2014/15,onboard,All,F,,,128,10.43478261
2014/15,onboard,All,F,,,129,7.826086957
2014/15,onboard,All,F,,,130,10.43478261
2014/15,onboard,All,F,,,131,6.086956522
2014/15,onboard,All,F,,,132,10.43478261
2014/15,onboard,All,F,,,133,5.217391304
2014/15,onboard,All,F,,,134,2.608695652
2014/15,onboard,All,F,,,135,6.086956522
2014/15,onboard,All,F,,,136,6.956521739
2014/15,onboard,All,F,,,137,3.47826087
2014/15,onboard,All,F,,,138,3.47826087
2014/15,onboard,All,F,,,139,6.086956522
2014/15,onboard,All,F,,,140,2.608695652
2014/15,onboard,All,F,,,141,1.739130435
2014/15,onboard,All,F,,,142,3.47826087
2014/15,onboard,All,F,,,143,1.739130435
2014/15,onboard,All,F,,,144,0
2014/15,onboard,All,F,,,145,2.608695652
2014/15,onboard,All,F,,,146,1.739130435
2014/15,onboard,All,F,,,147,0
2014/15,onboard,All,F,,,148,1.739130435
2014/15,onboard,All,F,,,149,0
2014/15,onboard,All,F,,,150,0
2014/15,onboard,All,F,,,151,0
2014/15,onboard,All,F,,,152,0
2014/15,onboard,All,F,,,153,0
2014/15,onboard,All,F,,,154,0.869565217
2014/15,onboard,All,F,,,155,0
2014/15,onboard,All,F,,,156,0
2014/15,onboard,All,F,,,157,0
2014/15,onboard,All,F,,,158,0.869565217
2014/15,onboard,All,F,,,159,2.608695652
2014/15,onboard,All,F,,,160,0
2014/15,onboard,All,F,,,161,0
2014/15,onboard,All,F,,,162,0
2014/15,onboard,All,F,,,163,0
2014/15,onboard,All,F,,,164,0
2014/15,onboard,All,F,,,165,0
2014/15,onboard,All,F,,,166,0
2014/15,onboard,All,F,,,167,0
2014/15,onboard,All,F,,,168,0
2014/15,onboard,All,F,,,169,0
2014/15,onboard,All,F,,,170,0
2014/15,onboard,All,F,,,171,0
2014/15,onboard,All,F,,,172,0
2014/15,onboard,All,F,,,173,0
2014/15,onboard,All,F,,,174,0
2014/15,onboard,All,F,,,175,0
2014/15,onboard,All,F,,,176,0
2014/15,onboard,All,F,,,177,0
2014/15,onboard,All,F,,,178,0
2014/15,onboard,All,F,,,179,0
2014/15,onboard,All,F,,,180,0
2014/15,onboard,All,F,,,181,0
2014/15,onboard,All,F,,,182,0
2014/15,onboard,All,F,,,183,0
2014/15,onboard,All,F,,,184,0
2014/15,onboard,All,F,,,185,0
2014/15,onboard,All,F,,,186,0
2014/15,onboard,All,F,,,187,0
2014/15,onboard,All,F,,,188,0
2014/15,onboard,All,F,,,189,0
2014/15,onboard,All,F,,,190,0
2014/15,onboard,All,F,,,191,0
2014/15,onboard,All,F,,,192,0
2014/15,onboard,All,F,,,193,0
2014/15,onboard,All,F,,,194,0
2014/15,onboard,All,F,,,195,0
2014/15,onboard,All,F,,,196,0
2014/15,onboard,All,F,,,197,0
2014/15,onboard,All,F,,,198,0
2014/15,onboard,All,F,,,199,0
2014/15,onboard,All,F,,,200,0
2014/15,onboard,All,F,,,201,0
2014/15,onboard,All,F,,,202,0
2014/15,onboard,All,F,,,203,0
2014/15,onboard,All,F,,,204,0
2014/15,onboard,All,F,,,205,0
2014/15,onboard,All,F,,,206,0
2014/15,onboard,All,F,,,207,0
2014/15,onboard,All,F,,,208,0
2014/15,onboard,All,F,,,209,0
2014/15,onboard,All,F,,,210,0
2015/16,onboard,All,F,,,40,0
2015/16,onboard,All,F,,,41,0
2015/16,onboard,All,F,,,42,0
2015/16,onboard,All,F,,,43,0
2015/16,onboard,All,F,,,44,0
2015/16,onboard,All,F,,,45,0
2015/16,onboard,All,F,,,46,0
2015/16,onboard,All,F,,,47,0
2015/16,onboard,All,F,,,48,0
2015/16,onboard,All,F,,,49,0
2015/16,onboard,All,F,,,50,0
2015/16,onboard,All,F,,,51,0
2015/16,onboard,All,F,,,52,0
2015/16,onboard,All,F,,,53,0
2015/16,onboard,All,F,,,54,0
2015/16,onboard,All,F,,,55,0
2015/16,onboard,All,F,,,56,0
2015/16,onboard,All,F,,,57,0
2015/16,onboard,All,F,,,58,0
2015/16,onboard,All,F,,,59,0
2015/16,onboard,All,F,,,60,0
2015/16,onboard,All,F,,,61,0
2015/16,onboard,All,F,,,62,0
2015/16,onboard,All,F,,,63,0
2015/16,onboard,All,F,,,64,0
2015/16,onboard,All,F,,,65,0
2015/16,onboard,All,F,,,66,0
2015/16,onboard,All,F,,,67,0
2015/16,onboard,All,F,,,68,0
2015/16,onboard,All,F,,,69,0
2015/16,onboard,All,F,,,70,0
2015/16,onboard,All,F,,,71,0
2015/16,onboard,All,F,,,72,0
2015/16,onboard,All,F,,,73,0
2015/16,onboard,All,F,,,74,0
2015/16,onboard,All,F,,,75,0
2015/16,onboard,All,F,,,76,0
2015/16,onboard,All,F,,,77,0
2015/16,onboard,All,F,,,78,0
2015/16,onboard,All,F,,,79,0
2015/16,onboard,All,F,,,80,1.577287066
2015/16,onboard,All,F,,,81,0
2015/16,onboard,All,F,,,82,0
2015/16,onboard,All,F,,,83,1.577287066
2015/16,onboard,All,F,,,84,0
2015/16,onboard,All,F,,,85,0
2015/16,onboard,All,F,,,86,0
2015/16,onboard,All,F,,,87,1.577287066
2015/16,onboard,All,F,,,88,0
2015/16,onboard,All,F,,,89,0
2015/16,onboard,All,F,,,90,0
2015/16,onboard,All,F,,,91,0
2015/16,onboard,All,F,,,92,0
2015/16,onboard,All,F,,,93,1.577287066
2015/16,onboard,All,F,,,94,0
2015/16,onboard,All,F,,,95,0
2015/16,onboard,All,F,,,96,0
2015/16,onboard,All,F,,,97,0
2015/16,onboard,All,F,,,98,0
2015/16,onboard,All,F,,,99,0
2015/16,onboard,All,F,,,100,3.154574132
2015/16,onboard,All,F,,,101,1.577287066
2015/16,onboard,All,F,,,102,3.154574132
2015/16,onboard,All,F,,,103,1.577287066
2015/16,onboard,All,F,,,104,1.577287066
2015/16,onboard,All,F,,,105,3.154574132
2015/16,onboard,All,F,,,106,4.731861199
2015/16,onboard,All,F,,,107,12.61829653
2015/16,onboard,All,F,,,108,7.886435331
2015/16,onboard,All,F,,,109,7.886435331
2015/16,onboard,All,F,,,110,11.04100946
2015/16,onboard,All,F,,,111,12.61829653
2015/16,onboard,All,F,,,112,11.04100946
2015/16,onboard,All,F,,,113,15.77287066
2015/16,onboard,All,F,,,114,14.1955836
2015/16,onboard,All,F,,,115,7.886435331
2015/16,onboard,All,F,,,116,17.35015773
2015/16,onboard,All,F,,,117,9.463722397
2015/16,onboard,All,F,,,118,3.154574132
2015/16,onboard,All,F,,,119,1.577287066
2015/16,onboard,All,F,,,120,14.1955836
2015/16,onboard,All,F,,,121,18.92744479
2015/16,onboard,All,F,,,122,17.35015773
2015/16,onboard,All,F,,,123,7.886435331
2015/16,onboard,All,F,,,124,20.50473186
2015/16,onboard,All,F,,,125,11.04100946
2015/16,onboard,All,F,,,126,22.08201893
2015/16,onboard,All,F,,,127,15.77287066
2015/16,onboard,All,F,,,128,14.1955836
2015/16,onboard,All,F,,,129,25.23659306
2015/16,onboard,All,F,,,130,15.77287066
2015/16,onboard,All,F,,,131,18.92744479
2015/16,onboard,All,F,,,132,12.61829653
2015/16,onboard,All,F,,,133,15.77287066
2015/16,onboard,All,F,,,134,11.04100946
2015/16,onboard,All,F,,,135,7.886435331
2015/16,onboard,All,F,,,136,12.61829653
2015/16,onboard,All,F,,,137,3.154574132
2015/16,onboard,All,F,,,138,7.886435331
2015/16,onboard,All,F,,,139,1.577287066
2015/16,onboard,All,F,,,140,3.154574132
2015/16,onboard,All,F,,,141,6.309148265
2015/16,onboard,All,F,,,142,3.154574132
2015/16,onboard,All,F,,,143,3.154574132
2015/16,onboard,All,F,,,144,4.731861199
2015/16,onboard,All,F,,,145,0
2015/16,onboard,All,F,,,146,6.309148265
2015/16,onboard,All,F,,,147,1.577287066
2015/16,onboard,All,F,,,148,3.154574132
2015/16,onboard,All,F,,,149,0
2015/16,onboard,All,F,,,150,0
2015/16,onboard,All,F,,,151,3.154574132
2015/16,onboard,All,F,,,152,0
2015/16,onboard,All,F,,,153,1.577287066
2015/16,onboard,All,F,,,154,0
2015/16,onboard,All,F,,,155,1.577287066
2015/16,onboard,All,F,,,156,1.577287066
2015/16,onboard,All,F,,,157,0
2015/16,onboard,All,F,,,158,0
2015/16,onboard,All,F,,,159,0
2015/16,onboard,All,F,,,160,0
2015/16,onboard,All,F,,,161,0
2015/16,onboard,All,F,,,162,0
2015/16,onboard,All,F,,,163,0
2015/16,onboard,All,F,,,164,1.577287066
2015/16,onboard,All,F,,,165,0
2015/16,onboard,All,F,,,166,0
2015/16,onboard,All,F,,,167,0
2015/16,onboard,All,F,,,168,0
2015/16,onboard,All,F,,,169,0
2015/16,onboard,All,F,,,170,0
2015/16,onboard,All,F,,,171,0
2015/16,onboard,All,F,,,172,0
2015/16,onboard,All,F,,,173,0
2015/16,onboard,All,F,,,174,0
2015/16,onboard,All,F,,,175,0
2015/16,onboard,All,F,,,176,0
2015/16,onboard,All,F,,,177,0
2015/16,onboard,All,F,,,178,0
2015/16,onboard,All,F,,,179,0
2015/16,onboard,All,F,,,180,0
2015/16,onboard,All,F,,,181,0
2015/16,onboard,All,F,,,182,0
2015/16,onboard,All,F,,,183,0
2015/16,onboard,All,F,,,184,0
2015/16,onboard,All,F,,,185,0
2015/16,onboard,All,F,,,186,0
2015/16,onboard,All,F,,,187,0
2015/16,onboard,All,F,,,188,0
2015/16,onboard,All,F,,,189,0
2015/16,onboard,All,F,,,190,0
2015/16,onboard,All,F,,,191,0
2015/16,onboard,All,F,,,192,0
2015/16,onboard,All,F,,,193,0
2015/16,onboard,All,F,,,194,0
2015/16,onboard,All,F,,,195,0
2015/16,onboard,All,F,,,196,0
2015/16,onboard,All,F,,,197,0
2015/16,onboard,All,F,,,198,0
2015/16,onboard,All,F,,,199,0
2015/16,onboard,All,F,,,200,0
2015/16,onboard,All,F,,,201,0
2015/16,onboard,All,F,,,202,0
2015/16,onboard,All,F,,,203,0
2015/16,onboard,All,F,,,204,0
2015/16,onboard,All,F,,,205,0
2015/16,onboard,All,F,,,206,0
2015/16,onboard,All,F,,,207,0
2015/16,onboard,All,F,,,208,0
2015/16,onboard,All,F,,,209,0
2015/16,onboard,All,F,,,210,0
2010/11,onboard,All,M,,,40,0
2010/11,onboard,All,M,,,41,0
2010/11,onboard,All,M,,,42,0
2010/11,onboard,All,M,,,43,0
2010/11,onboard,All,M,,,44,0
2010/11,onboard,All,M,,,45,0
2010/11,onboard,All,M,,,46,0
2010/11,onboard,All,M,,,47,0
2010/11,onboard,All,M,,,48,0
2010/11,onboard,All,M,,,49,0
2010/11,onboard,All,M,,,50,0
2010/11,onboard,All,M,,,51,0
2010/11,onboard,All,M,,,52,0
2010/11,onboard,All,M,,,53,0
2010/11,onboard,All,M,,,54,0
2010/11,onboard,All,M,,,55,0
2010/11,onboard,All,M,,,56,0
2010/11,onboard,All,M,,,57,0
2010/11,onboard,All,M,,,58,0
2010/11,onboard,All,M,,,59,0
2010/11,onboard,All,M,,,60,0
2010/11,onboard,All,M,,,61,0
2010/11,onboard,All,M,,,62,0
2010/11,onboard,All,M,,,63,0
2010/11,onboard,All,M,,,64,0
2010/11,onboard,All,M,,,65,0
2010/11,onboard,All,M,,,66,0
2010/11,onboard,All,M,,,67,0
2010/11,onboard,All,M,,,68,0
2010/11,onboard,All,M,,,69,0
2010/11,onboard,All,M,,,70,0
2010/11,onboard,All,M,,,71,0
2010/11,onboard,All,M,,,72,0
2010/11,onboard,All,M,,,73,0
2010/11,onboard,All,M,,,74,0
2010/11,onboard,All,M,,,75,0
2010/11,onboard,All,M,,,76,0
2010/11,onboard,All,M,,,77,0
2010/11,onboard,All,M,,,78,0
2010/11,onboard,All,M,,,79,0
2010/11,onboard,All,M,,,80,0
2010/11,onboard,All,M,,,81,0
2010/11,onboard,All,M,,,82,0
2010/11,onboard,All,M,,,83,0
2010/11,onboard,All,M,,,84,0
2010/11,onboard,All,M,,,85,0
2010/11,onboard,All,M,,,86,0
2010/11,onboard,All,M,,,87,0
2010/11,onboard,All,M,,,88,0
2010/11,onboard,All,M,,,89,0
2010/11,onboard,All,M,,,90,1.402524544
2010/11,onboard,All,M,,,91,0
2010/11,onboard,All,M,,,92,0
2010/11,onboard,All,M,,,93,0
2010/11,onboard,All,M,,,94,1.402524544
2010/11,onboard,All,M,,,95,0
2010/11,onboard,All,M,,,96,1.402524544
2010/11,onboard,All,M,,,97,2.805049088
2010/11,onboard,All,M,,,98,0
2010/11,onboard,All,M,,,99,1.402524544
2010/11,onboard,All,M,,,100,1.402524544
2010/11,onboard,All,M,,,101,1.402524544
2010/11,onboard,All,M,,,102,2.805049088
2010/11,onboard,All,M,,,103,2.805049088
2010/11,onboard,All,M,,,104,1.402524544
2010/11,onboard,All,M,,,105,9.817671809
2010/11,onboard,All,M,,,106,5.610098177
2010/11,onboard,All,M,,,107,7.012622721
2010/11,onboard,All,M,,,108,8.415147265
2010/11,onboard,All,M,,,109,18.23281907
2010/11,onboard,All,M,,,110,5.610098177
2010/11,onboard,All,M,,,111,7.012622721
2010/11,onboard,All,M,,,112,4.207573633
2010/11,onboard,All,M,,,113,7.012622721
2010/11,onboard,All,M,,,114,14.02524544
2010/11,onboard,All,M,,,115,14.02524544
2010/11,onboard,All,M,,,116,12.6227209
2010/11,onboard,All,M,,,117,1.402524544
2010/11,onboard,All,M,,,118,2.805049088
2010/11,onboard,All,M,,,119,2.805049088
2010/11,onboard,All,M,,,120,5.610098177
2010/11,onboard,All,M,,,121,8.415147265
2010/11,onboard,All,M,,,122,9.817671809
2010/11,onboard,All,M,,,123,5.610098177
2010/11,onboard,All,M,,,124,5.610098177
2010/11,onboard,All,M,,,125,5.610098177
2010/11,onboard,All,M,,,126,2.805049088
2010/11,onboard,All,M,,,127,2.805049088
2010/11,onboard,All,M,,,128,2.805049088
2010/11,onboard,All,M,,,129,0
2010/11,onboard,All,M,,,130,1.402524544
2010/11,onboard,All,M,,,131,2.805049088
2010/11,onboard,All,M,,,132,1.402524544
2010/11,onboard,All,M,,,133,5.610098177
2010/11,onboard,All,M,,,134,1.402524544
2010/11,onboard,All,M,,,135,1.402524544
2010/11,onboard,All,M,,,136,2.805049088
2010/11,onboard,All,M,,,137,2.805049088
2010/11,onboard,All,M,,,138,5.610098177
2010/11,onboard,All,M,,,139,1.402524544
2010/11,onboard,All,M,,,140,0
2010/11,onboard,All,M,,,141,2.805049088
2010/11,onboard,All,M,,,142,0
2010/11,onboard,All,M,,,143,1.402524544
2010/11,onboard,All,M,,,144,2.805049088
2010/11,onboard,All,M,,,145,1.402524544
2010/11,onboard,All,M,,,146,0
2010/11,onboard,All,M,,,147,4.207573633
2010/11,onboard,All,M,,,148,0
2010/11,onboard,All,M,,,149,1.402524544
2010/11,onboard,All,M,,,150,2.805049088
2010/11,onboard,All,M,,,151,0
2010/11,onboard,All,M,,,152,1.402524544
2010/11,onboard,All,M,,,153,1.402524544
2010/11,onboard,All,M,,,154,1.402524544
2010/11,onboard,All,M,,,155,0
2010/11,onboard,All,M,,,156,0
2010/11,onboard,All,M,,,157,0
2010/11,onboard,All,M,,,158,0
2010/11,onboard,All,M,,,159,0
2010/11,onboard,All,M,,,160,0
2010/11,onboard,All,M,,,161,0
2010/11,onboard,All,M,,,162,0
2010/11,onboard,All,M,,,163,0
2010/11,onboard,All,M,,,164,0
2010/11,onboard,All,M,,,165,1.402524544
2010/11,onboard,All,M,,,166,2.805049088
2010/11,onboard,All,M,,,167,0
2010/11,onboard,All,M,,,168,2.805049088
2010/11,onboard,All,M,,,169,1.402524544
2010/11,onboard,All,M,,,170,1.402524544
2010/11,onboard,All,M,,,171,2.805049088
2010/11,onboard,All,M,,,172,0
2010/11,onboard,All,M,,,173,4.207573633
2010/11,onboard,All,M,,,174,4.207573633
2010/11,onboard,All,M,,,175,0
2010/11,onboard,All,M,,,176,1.402524544
2010/11,onboard,All,M,,,177,1.402524544
2010/11,onboard,All,M,,,178,4.207573633
2010/11,onboard,All,M,,,179,1.402524544
2010/11,onboard,All,M,,,180,0
2010/11,onboard,All,M,,,181,0
2010/11,onboard,All,M,,,182,1.402524544
2010/11,onboard,All,M,,,183,0
2010/11,onboard,All,M,,,184,1.402524544
2010/11,onboard,All,M,,,185,0
2010/11,onboard,All,M,,,186,0
2010/11,onboard,All,M,,,187,0
2010/11,onboard,All,M,,,188,2.805049088
2010/11,onboard,All,M,,,189,0
2010/11,onboard,All,M,,,190,0
2010/11,onboard,All,M,,,191,0
2010/11,onboard,All,M,,,192,1.402524544
2010/11,onboard,All,M,,,193,0
2010/11,onboard,All,M,,,194,0
2010/11,onboard,All,M,,,195,0
2010/11,onboard,All,M,,,196,0
2010/11,onboard,All,M,,,197,0
2010/11,onboard,All,M,,,198,0
2010/11,onboard,All,M,,,199,0
2010/11,onboard,All,M,,,200,0
2010/11,onboard,All,M,,,201,0
2010/11,onboard,All,M,,,202,0
2010/11,onboard,All,M,,,203,1.402524544
2010/11,onboard,All,M,,,204,0
2010/11,onboard,All,M,,,205,0
2010/11,onboard,All,M,,,206,0
2010/11,onboard,All,M,,,207,0
2010/11,onboard,All,M,,,208,0
2010/11,onboard,All,M,,,209,0
2010/11,onboard,All,M,,,210,0
2011/12,onboard,All,M,,,40,0
2011/12,onboard,All,M,,,41,0
2011/12,onboard,All,M,,,42,0
2011/12,onboard,All,M,,,43,0
2011/12,onboard,All,M,,,44,0
2011/12,onboard,All,M,,,45,0
2011/12,onboard,All,M,,,46,0
2011/12,onboard,All,M,,,47,0
2011/12,onboard,All,M,,,48,0
2011/12,onboard,All,M,,,49,0
2011/12,onboard,All,M,,,50,0
2011/12,onboard,All,M,,,51,0
2011/12,onboard,All,M,,,52,0
2011/12,onboard,All,M,,,53,0
2011/12,onboard,All,M,,,54,0
2011/12,onboard,All,M,,,55,0
2011/12,onboard,All,M,,,56,0
2011/12,onboard,All,M,,,57,0
2011/12,onboard,All,M,,,58,0
2011/12,onboard,All,M,,,59,0
2011/12,onboard,All,M,,,60,0
2011/12,onboard,All,M,,,61,0
2011/12,onboard,All,M,,,62,0
2011/12,onboard,All,M,,,63,0
2011/12,onboard,All,M,,,64,0
2011/12,onboard,All,M,,,65,0
2011/12,onboard,All,M,,,66,0
2011/12,onboard,All,M,,,67,0
2011/12,onboard,All,M,,,68,0
2011/12,onboard,All,M,,,69,0
2011/12,onboard,All,M,,,70,0
2011/12,onboard,All,M,,,71,0
2011/12,onboard,All,M,,,72,0
2011/12,onboard,All,M,,,73,0
2011/12,onboard,All,M,,,74,0
2011/12,onboard,All,M,,,75,0
2011/12,onboard,All,M,,,76,0
2011/12,onboard,All,M,,,77,0
2011/12,onboard,All,M,,,78,0
2011/12,onboard,All,M,,,79,0
2011/12,onboard,All,M,,,80,0
2011/12,onboard,All,M,,,81,0
2011/12,onboard,All,M,,,82,0
2011/12,onboard,All,M,,,83,0
2011/12,onboard,All,M,,,84,0
2011/12,onboard,All,M,,,85,0
2011/12,onboard,All,M,,,86,3.846153846
2011/12,onboard,All,M,,,87,0
2011/12,onboard,All,M,,,88,0
2011/12,onboard,All,M,,,89,0
2011/12,onboard,All,M,,,90,0
2011/12,onboard,All,M,,,91,0
2011/12,onboard,All,M,,,92,0
2011/12,onboard,All,M,,,93,3.846153846
2011/12,onboard,All,M,,,94,0
2011/12,onboard,All,M,,,95,1.923076923
2011/12,onboard,All,M,,,96,0
2011/12,onboard,All,M,,,97,1.923076923
2011/12,onboard,All,M,,,98,1.923076923
2011/12,onboard,All,M,,,99,1.923076923
2011/12,onboard,All,M,,,100,3.846153846
2011/12,onboard,All,M,,,101,0
2011/12,onboard,All,M,,,102,11.53846154
2011/12,onboard,All,M,,,103,3.846153846
2011/12,onboard,All,M,,,104,7.692307692
2011/12,onboard,All,M,,,105,9.615384615
2011/12,onboard,All,M,,,106,7.692307692
2011/12,onboard,All,M,,,107,3.846153846
2011/12,onboard,All,M,,,108,13.46153846
2011/12,onboard,All,M,,,109,9.615384615
2011/12,onboard,All,M,,,110,7.692307692
2011/12,onboard,All,M,,,111,9.615384615
2011/12,onboard,All,M,,,112,15.38461538
2011/12,onboard,All,M,,,113,7.692307692
2011/12,onboard,All,M,,,114,7.692307692
2011/12,onboard,All,M,,,115,5.769230769
2011/12,onboard,All,M,,,116,9.615384615
2011/12,onboard,All,M,,,117,3.846153846
2011/12,onboard,All,M,,,118,7.692307692
2011/12,onboard,All,M,,,119,11.53846154
2011/12,onboard,All,M,,,120,15.38461538
2011/12,onboard,All,M,,,121,7.692307692
2011/12,onboard,All,M,,,122,5.769230769
2011/12,onboard,All,M,,,123,7.692307692
2011/12,onboard,All,M,,,124,5.769230769
2011/12,onboard,All,M,,,125,1.923076923
2011/12,onboard,All,M,,,126,3.846153846
2011/12,onboard,All,M,,,127,3.846153846
2011/12,onboard,All,M,,,128,0
2011/12,onboard,All,M,,,129,0
2011/12,onboard,All,M,,,130,7.692307692
2011/12,onboard,All,M,,,131,5.769230769
2011/12,onboard,All,M,,,132,3.846153846
2011/12,onboard,All,M,,,133,3.846153846
2011/12,onboard,All,M,,,134,5.769230769
2011/12,onboard,All,M,,,135,5.769230769
2011/12,onboard,All,M,,,136,5.769230769
2011/12,onboard,All,M,,,137,5.769230769
2011/12,onboard,All,M,,,138,3.846153846
2011/12,onboard,All,M,,,139,3.846153846
2011/12,onboard,All,M,,,140,7.692307692
2011/12,onboard,All,M,,,141,0
2011/12,onboard,All,M,,,142,3.846153846
2011/12,onboard,All,M,,,143,0
2011/12,onboard,All,M,,,144,0
2011/12,onboard,All,M,,,145,0
2011/12,onboard,All,M,,,146,3.846153846
2011/12,onboard,All,M,,,147,1.923076923
2011/12,onboard,All,M,,,148,5.769230769
2011/12,onboard,All,M,,,149,0
2011/12,onboard,All,M,,,150,0
2011/12,onboard,All,M,,,151,0
2011/12,onboard,All,M,,,152,1.923076923
2011/12,onboard,All,M,,,153,0
2011/12,onboard,All,M,,,154,0
2011/12,onboard,All,M,,,155,3.846153846
2011/12,onboard,All,M,,,156,0
2011/12,onboard,All,M,,,157,0
2011/12,onboard,All,M,,,158,0
2011/12,onboard,All,M,,,159,0
2011/12,onboard,All,M,,,160,0
2011/12,onboard,All,M,,,161,1.923076923
2011/12,onboard,All,M,,,162,0
2011/12,onboard,All,M,,,163,0
2011/12,onboard,All,M,,,164,0
2011/12,onboard,All,M,,,165,1.923076923
2011/12,onboard,All,M,,,166,1.923076923
2011/12,onboard,All,M,,,167,1.923076923
2011/12,onboard,All,M,,,168,0
2011/12,onboard,All,M,,,169,0
2011/12,onboard,All,M,,,170,0
2011/12,onboard,All,M,,,171,0
2011/12,onboard,All,M,,,172,0
2011/12,onboard,All,M,,,173,0
2011/12,onboard,All,M,,,174,0
2011/12,onboard,All,M,,,175,0
2011/12,onboard,All,M,,,176,0
2011/12,onboard,All,M,,,177,1.923076923
2011/12,onboard,All,M,,,178,1.923076923
2011/12,onboard,All,M,,,179,0
2011/12,onboard,All,M,,,180,0
2011/12,onboard,All,M,,,181,0
2011/12,onboard,All,M,,,182,1.923076923
2011/12,onboard,All,M,,,183,0
2011/12,onboard,All,M,,,184,0
2011/12,onboard,All,M,,,185,0
2011/12,onboard,All,M,,,186,0
2011/12,onboard,All,M,,,187,0
2011/12,onboard,All,M,,,188,0
2011/12,onboard,All,M,,,189,0
2011/12,onboard,All,M,,,190,0
2011/12,onboard,All,M,,,191,0
2011/12,onboard,All,M,,,192,1.923076923
2011/12,onboard,All,M,,,193,0
2011/12,onboard,All,M,,,194,0
2011/12,onboard,All,M,,,195,0
2011/12,onboard,All,M,,,196,0
2011/12,onboard,All,M,,,197,0
2011/12,onboard,All,M,,,198,0
2011/12,onboard,All,M,,,199,0
2011/12,onboard,All,M,,,200,0
2011/12,onboard,All,M,,,201,0
2011/12,onboard,All,M,,,202,0
2011/12,onboard,All,M,,,203,0
2011/12,onboard,All,M,,,204,0
2011/12,onboard,All,M,,,205,0
2011/12,onboard,All,M,,,206,0
2011/12,onboard,All,M,,,207,0
2011/12,onboard,All,M,,,208,0
2011/12,onboard,All,M,,,209,0
2011/12,onboard,All,M,,,210,0
2012/13,onboard,All,M,,,40,0
2012/13,onboard,All,M,,,41,0
2012/13,onboard,All,M,,,42,0
2012/13,onboard,All,M,,,43,0
2012/13,onboard,All,M,,,44,0
2012/13,onboard,All,M,,,45,0
2012/13,onboard,All,M,,,46,0
2012/13,onboard,All,M,,,47,0
2012/13,onboard,All,M,,,48,0
2012/13,onboard,All,M,,,49,0
2012/13,onboard,All,M,,,50,0
